,NO.,Chiral_molecules_smile,RT,Column,Tem/℃,T1/min,kα/℃·min-1,Tα/min,T2/min,kβ/℃·min-1,Tβ/min,T3/min,kγ/℃·min-1,Tγ/min,T4/min,kδ/℃·min-1,Tδ/min,T5/min
1672,1673,C=C[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,60.288,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1673,1674,C=C[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,60.531,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1674,1675,CCN(CC)C(=O)[C@H](C)Oc1cccc2ccccc12,68.903,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1675,1676,CCOC(=O)[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,69.195,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1676,1677,CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,69.215,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1677,1678,CCOC(=O)[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,69.486,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1678,1679,CCO[P@@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],71.327,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1679,1680,CCO[P@@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],71.327,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1680,1681,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,71.096,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1681,1682,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,71.096,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1682,1683,CCO[P@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],71.557,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1683,1684,CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],71.557,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1684,1685,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,72.525,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1685,1686,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,72.525,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1686,1687,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,75.208,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1687,1688,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,75.208,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1688,1689,CCCC[C@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,75.41,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1689,1690,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,75.581,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1690,1691,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,75.581,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1691,1692,CCCC[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,75.811,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1692,1693,COC(=O)[C@@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,76.184,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1693,1694,COC(=O)[C@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,76.279,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1694,1695,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,77.106,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1695,1696,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,77.106,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1696,1697,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,77.308,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1697,1698,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,77.308,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1698,1699,CCO[P@@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,77.199,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1699,1700,CCO[P@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,77.199,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1700,1701,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,80.332,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1701,1702,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,80.638,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1702,1703,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,82.361,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1703,1704,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,82.361,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1704,1705,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,83.458,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1705,1706,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,83.458,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1706,1707,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@@H]1C,84.349,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1707,1708,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@H]1C,84.349,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1708,1709,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,83.88,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1709,1710,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,84.017,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1710,1711,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,90.83,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1711,1712,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,90.83,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1712,1713,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,93.556,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1713,1714,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,93.556,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1714,1715,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,105.521,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1715,1716,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,106.596,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1716,1717,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,113.695,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1717,1718,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,113.695,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1718,1719,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,114.715,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1719,1720,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,114.715,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1720,1721,N#C[C@@](CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,129.5,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1721,1722,N#C[C@](CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,129.887,CP_Chirasil_D_Val,40.0,2.0,2.0,80.0,63.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1722,1723,C=C[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,29.592,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1723,1724,C=C[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,29.682,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1724,1725,CCN(CC)C(=O)[C@H](C)Oc1cccc2ccccc12,33.298,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1725,1726,CCOC(=O)[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,33.191,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1726,1727,CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,33.42,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1727,1728,CCOC(=O)[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,33.298,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1728,1729,CCO[P@@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],34.087,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1729,1730,CCO[P@@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],34.087,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1730,1731,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,34.165,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1731,1732,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,34.165,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1732,1733,CCO[P@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],34.162,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1733,1734,CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],34.162,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1734,1735,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,34.676,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1735,1736,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,34.676,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1736,1737,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,36.096,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1737,1738,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,36.096,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1738,1739,CCCC[C@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,36.146,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1739,1740,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,36.285,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1740,1741,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1)n1cncn1,36.285,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1741,1742,CCCC[C@@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,36.331,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1742,1743,COC(=O)[C@@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,36.709,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1743,1744,COC(=O)[C@H](C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,36.709,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1744,1745,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,37.25,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1745,1746,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1Cl)n1cncn1,37.25,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1746,1747,CC(C)(C)[C@@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,37.354,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1747,1748,CC(C)(C)[C@H](O)[C@@H](Cc1ccc(Cl)cc1Cl)n1cncn1,37.354,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1748,1749,CCO[P@@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,37.477,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1749,1750,CCO[P@](=S)(Oc1ccc(C#N)cc1)c1ccccc1,37.477,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1750,1751,CC(C)(C)[C@@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,39.308,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1751,1752,CC(C)(C)[C@H](O)/C(=C\c1ccc(Cl)cc1)n1cncn1,39.524,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1752,1753,CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,41.122,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1753,1754,CC(C)=C[C@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,41.122,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1754,1755,CC(C)=C[C@@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,42.1,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1755,1756,CC(C)=C[C@H]1[C@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,42.1,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1756,1757,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@@H]1C,43.071,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1757,1758,CCCOP(=S)(OCCC)SCC(=O)N1CCCC[C@H]1C,43.071,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1758,1759,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@](=O)C(F)(F)F,42.41,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1759,1760,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1[S@@](=O)C(F)(F)F,42.41,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1760,1761,CC1(C)[C@@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,49.092,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1761,1762,CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,49.092,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1762,1763,CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl,51.7,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1763,1764,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCc1cccc(Oc2ccccc2)c1,51.7,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1764,1765,C[C@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,63.362,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1765,1766,C[C@@](O)(Cn1cncn1)c1ccc(Oc2ccc(Cl)cc2)cc1C(F)(F)F,64.366,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1766,1767,CC(C)(C)[C@@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,71.122,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1767,1768,CC(C)(C)[C@H](O)[C@@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,71.122,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1768,1769,CC(C)(C)[C@@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,72.127,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1769,1770,CC(C)(C)[C@H](O)[C@H](Oc1ccc(-c2ccccc2)cc1)n1cncn1,72.127,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1770,1771,N#C[C@@](CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,86.997,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1771,1772,N#C[C@](CCc1ccc(Cl)cc1)(Cn1cncn1)c1ccccc1,87.537,CP_Chirasil_D_Val,40.0,2.0,5.0,32.0,107.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1772,1773,C=C[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,17.734,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1773,1774,C=C[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,17.772,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1774,1775,CCN(CC)C(=O)[C@H](C)Oc1cccc2ccccc12,20.122,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1775,1776,CCOC(=O)[C@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,19.913,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1776,1777,CCN(CC)C(=O)[C@@H](C)Oc1cccc2ccccc12,20.216,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1777,1778,CCOC(=O)[C@@]1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,19.976,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1778,1779,CCO[P@@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],20.695,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1779,1780,CCO[P@@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],20.695,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1780,1781,CCO[P@](=S)(N[C@@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],20.695,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1781,1782,CCO[P@](=S)(N[C@H](C)CC)Oc1cc(C)ccc1[N+](=O)[O-],20.695,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1782,1783,O=C1[C@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,20.839,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1783,1784,O=C1[C@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,20.839,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1784,1785,O=C1[C@@H](Cl)[C@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.228,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1785,1786,O=C1[C@@H](Cl)[C@@H](CCl)CN1c1cccc(C(F)(F)F)c1,21.228,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1786,1787,CC(C)(C)[C@@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,22.6,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1787,1788,CC(C)(C)[C@H](O)[C@H](Cc1ccc(Cl)cc1)n1cncn1,22.6,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
1788,1789,CCCC[C@](O)(Cn1cncn1)c1ccc(Cl)cc1Cl,22.62,CP_Chirasil_D_Val,40.0,2.0,10.0,16.0,60.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0
